Gene Start End Germany_Passau_1800_HG_09 Sweden_Lund_1933_HG_15 Sweden_Lund_1933_HG_16 Sweden_Lund_1933_HG_20 Sweden_Lund_1933_HG0026 Sweden_Lund_1933_HG47203 Sweden_Lund_1933_HG47204 wMel_LabStrain_Gulbenkian wMel1_Finland wMel1_Portugal wMel2_Finland wMel2_Portugal wMelCS_LabStrain_Gulbenkian wMelCS1_Portugal wMelCS2_Portugal wMelCSPOP_LabStrain_Gulbenkian
WP_010962524.1 321271 322866 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete
WP_010962525.1 323343 324053 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_010962526.1 325247 325561 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_010962527.1 326839 327921 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010962529.1 332092 333267 Missing Complete Complete Complete Missing Complete Complete Incomplete Incomplete FrameShift Incomplete FrameShift FrameShift Complete Complete Incomplete
WP_010962530.1 333859 335496 Missing Complete Complete Missing Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962532.1 336842 338293 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_010962533.1 338515 339111 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962534.1 339922 340596 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962536.1 346011 346811 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962537.1 347128 348120 Missing Complete Complete Complete Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete
WP_010962540.1 349682 349894 Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962542.1 349961 350746 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete FrameShift Complete
WP_010962543.1 350743 351501 Missing Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010962545.1 354061 355431 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_010962546.1 358418 359434 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962547.1 360134 360493 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962548.1 360575 361144 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete
WP_010962549.1 361426 364761 Missing Complete Complete Complete Missing Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962552.1 367326 368954 Missing Missing Missing Missing Missing Missing Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete
WP_010962554.1 369209 371281 Missing Complete Complete Missing Missing Complete Complete FrameShift FrameShift FrameShift FrameShift Complete FrameShift Complete Complete Complete
WP_010962555.1 371395 372009 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962556.1 372136 372336 Complete Complete Complete Complete Complete Complete Complete FrameShift FrameShift FrameShift Complete Complete FrameShift FrameShift Complete Complete
WP_010962557.1 374386 375102 Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962558.1 375099 376214 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962559.1 376585 377325 Missing Complete Missing Missing Missing Complete Complete Missing FrameShift Complete Complete FrameShift Complete Complete Complete Complete
WP_010962562.1 380763 382469 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962563.1 382665 382883 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962564.1 382977 384683 Missing Complete Complete Missing Missing Complete Complete Complete Complete FrameShift Complete FrameShift Complete Complete Complete Complete
WP_010962565.1 384778 385002 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962566.1 384983 385282 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962571.1 389235 389666 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962572.1 389857 391659 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962573.1 392991 393914 Missing Complete Complete Missing Missing Missing Complete Complete FrameShift FrameShift FrameShift Complete Complete Complete Complete Complete
WP_010962574.1 395341 395769 Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962578.1 396715 398034 Missing Complete Complete Complete Missing Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962579.1 399816 403151 Missing Complete Complete Missing Missing Complete Complete FrameShift Complete FrameShift FrameShift Complete FrameShift FrameShift Complete Complete
WP_010962581.1 405700 408039 Missing Complete Complete Missing Missing Complete Complete Complete FrameShift FrameShift Complete Complete Complete FrameShift Complete Complete
WP_010962582.1 408152 408415 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Missing Complete
WP_010962583.1 408645 409370 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete FrameShift Complete
WP_010962584.1 409661 410140 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete FrameShift FrameShift FrameShift Incomplete
WP_010962585.1 410149 410625 Complete Complete Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete
WP_010962586.1 410631 412229 Complete Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete
WP_010962588.1 413188 415263 Missing Complete Complete Complete Missing Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962589.1 415336 416091 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962590.1 416241 417662 Missing Complete Complete Missing Missing Complete Complete Complete FrameShift FrameShift Complete FrameShift FrameShift FrameShift FrameShift FrameShift
WP_010962592.1 418353 420152 Missing Complete Complete Missing Missing Missing Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift
WP_010962593.1 420124 422022 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete FrameShift Complete Complete Complete FrameShift
WP_010962595.1 422906 424711 Missing Complete Complete Missing Complete Complete Complete FrameShift Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962597.1 426165 427259 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete FrameShift Complete Complete Complete Complete Complete
WP_010962598.1 427377 428282 Missing Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962599.1 428358 429533 Complete Complete Complete Complete Missing Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete Complete
WP_010962600.1 429517 430764 Missing Complete Complete Complete Missing Complete Complete Complete Complete FrameShift Complete FrameShift Complete Complete Complete Complete
WP_010962601.1 430924 431292 Missing Complete Complete Complete Missing Complete Complete FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift FrameShift
